DepRate,D1,D2,D3,D4,D5,D6,D7,D8,KerFeed,ReactordP,ClayOP
2.0789,1,0,0,0,0,0,0,0,-1.613559328,-0.739373313,-1.791842445
6.8048,1,0,0,0,0,0,0,0,-0.487948973,-0.720153002,0.724301685
6.9246,1,0,0,0,0,0,0,0,-0.459433148,-0.363509445,0.94667627
6.9667,1,0,0,0,0,0,0,0,-0.449372738,-0.600826901,0.946271216
7.1494,1,0,0,0,0,0,0,0,-0.405868261,-0.734034338,0.94637248
7.1572,1,0,0,0,0,0,0,0,-0.403998928,-0.740975006,0.946575007
7.2385,1,0,0,0,0,0,0,0,-0.384659829,-0.740975006,0.946524375
7.2252,1,0,0,0,0,0,0,0,-0.387820701,-0.740174159,0.926221049
7.1083,1,0,0,0,0,0,0,0,-0.415656769,-0.571462537,0.59235538
9.3866,1,0,0,0,0,0,0,0,0.126959613,-0.389136527,0.5917478
13.655,1,0,0,0,0,0,0,0,1.143604849,-0.23430624,0.635392356
13.9102,1,0,0,0,0,0,0,0,1.204375164,-0.072001388,0.782831972
14.0459,1,0,0,0,0,0,0,0,1.236697631,0.013956116,0.794932957
14.5975,1,0,0,0,0,0,0,0,1.368094745,0.139422038,0.705922365
14.9435,1,0,0,0,0,0,0,0,1.450481348,1.540636132,0.667746036
14.7221,1,0,0,0,0,0,0,0,1.397766158,2.007262582,0.676859748
14.8067,1,0,0,0,0,0,0,0,1.417920966,2.00779648,0.714124706
11.3424,1,0,0,0,0,0,0,0,0.59279739,3.097481359,0.758022421
9.4384,1,0,0,0,0,0,0,0,0.13929721,1.804648466,0.794122849
8.4057,1,0,0,0,0,0,0,0,-0.106639034,3.297425988,0.797667071
8.8433,1,0,0,0,0,0,0,0,-0.002432217,4.973597315,0.794679798
8.0417,1,0,0,0,0,0,0,0,-0.193342096,5.455439845,0.793768427
9.2385,1,0,0,0,0,0,0,0,0.091680201,0.984047947,0.791641894
10.4893,1,0,0,0,0,0,0,0,0.389583902,0.538510449,0.780958598
11.5813,1,0,0,0,0,0,0,0,0.649693088,0.560667197,0.77402205
12.6736,1,0,0,0,0,0,0,0,0.909870251,0.583090894,0.767085502
13.4239,1,0,0,0,0,0,0,0,1.088544496,1.445869319,0.777718167
13.2645,1,0,0,0,0,0,0,0,1.050580042,0.899425186,0.794578535
12.1517,1,0,0,0,0,0,0,0,0.785542614,-0.010336222,0.794578535
11.0688,1,0,0,0,0,0,0,0,0.527642639,-0.147280941,0.794072217
11.035,1,0,0,0,0,0,0,0,0.519587513,-0.080009851,0.794274744
10.8403,1,0,0,0,0,0,0,0,0.473194068,0.016091706,0.794224113
10.859,1,0,0,0,0,0,0,0,0.477680467,-0.141141119,0.794072217
10.3748,1,0,0,0,0,0,0,0,0.362359616,-0.243382498,0.793768427
6.1791,1,0,0,0,0,0,0,0,-0.636985793,-0.077340363,0.227199299
7.1078,1,0,0,0,0,0,0,0,-0.41579272,-0.295971406,0.64308838
10.7505,1,0,0,0,0,0,0,0,0.451815696,-0.13660299,0.643341539
10.632,1,0,0,0,0,0,0,0,0.423571774,0.01101968,0.642835221
10.141,1,0,0,0,0,0,0,0,0.306653493,0.604446795,0.742934164
10.1127,1,0,0,0,0,0,0,0,0.299889907,1.110047766,0.794629166
10.79,1,0,0,0,0,0,0,0,0.461230337,0.133816114,0.794224113
12.3874,1,0,0,0,0,0,0,0,0.841690579,0.119133931,0.794173481
12.6209,1,0,0,0,0,0,0,0,0.897294738,0.592434101,0.794021586
11.9982,1,0,0,0,0,0,0,0,0.748971663,1.403958362,0.794072217
11.3715,1,0,0,0,0,0,0,0,0.599730916,0.919980242,0.794325376
11.4221,1,0,0,0,0,0,0,0,0.611762623,0.337231077,0.794072217
11.4839,1,0,0,0,0,0,0,0,0.626479372,0.044121327,0.794831693
13.6707,1,0,0,0,0,0,0,0,1.147343515,-0.063192079,0.794882325
13.9319,1,0,0,0,0,0,0,0,1.209541321,-0.105369984,0.794274744
13.7932,1,0,0,0,0,0,0,0,1.176505109,-0.125658091,0.794629166
13.6176,1,0,0,0,0,0,0,0,1.134666038,-0.137937734,0.794325376
13.3713,1,0,0,0,0,0,0,0,1.076036959,-0.176912255,0.794224113
13.7495,1,0,0,0,0,0,0,0,1.16610482,-0.174509716,0.794274744
13.7862,1,0,0,0,0,0,0,0,1.174839703,-0.168903791,0.794173481
11.0008,1,0,0,0,0,0,0,0,0.511430424,0.862319307,0.791743157
8.3441,1,0,0,0,0,0,0,0,-0.121321795,-0.03035738,0.794527903
8.2301,1,0,0,0,0,0,0,0,-0.148478105,-0.217755416,0.794629166
8.3091,1,0,0,0,0,0,0,0,-0.129682811,-0.282623968,0.794578535
8.1042,1,0,0,0,0,0,0,0,-0.178455408,-0.334678978,0.794831693
6.9929,1,0,0,0,0,0,0,0,-0.443152957,-0.401683119,0.794325376
7.074,1,0,0,0,0,0,0,0,-0.423813858,-0.408890736,0.794477271
7.1524,1,0,0,0,0,0,0,0,-0.405154516,-0.419835635,0.79442664
7.3349,1,0,0,0,0,0,0,0,-0.361718015,-0.413962762,0.794578535
7.3917,1,0,0,0,0,0,0,0,-0.348190842,-0.423839867,0.794679798
7.3148,1,0,0,0,0,0,0,0,-0.366476317,-0.427310201,0.794477271
7.465,1,0,0,0,0,0,0,0,-0.330721076,-0.42757715,0.79442664
8.6339,1,0,0,0,0,0,0,0,-0.052292426,-0.392072963,0.795388642
10.9418,1,0,0,0,0,0,0,0,0.497393433,-0.305848511,0.794629166
11.0848,1,0,0,0,0,0,0,0,0.531415293,-0.309051896,0.79503422
10.924,1,0,0,0,0,0,0,0,0.493144949,-0.32106459,0.794578535
11.0442,1,0,0,0,0,0,0,0,0.521762737,-0.307450203,0.794679798
10.8107,1,0,0,0,0,0,0,0,0.466158578,-0.315725615,0.794072217
10.0353,1,0,0,0,0,0,0,0,0.28146848,-0.321865437,0.794831693
9.8446,1,0,0,0,0,0,0,0,0.236060683,-0.320263744,0.794325376
10.1744,1,0,0,0,0,0,0,0,0.314606656,-0.307717152,0.79503422
10.8006,1,0,0,0,0,0,0,0,0.463745439,-0.28209007,0.793970954
11.3273,1,0,0,0,0,0,0,0,0.589194676,-0.276217197,0.794477271
9.4981,1,0,0,0,0,0,0,0,0.153538129,-0.362708599,0.793970954
8.3124,1,0,0,0,0,0,0,0,-0.128867102,-0.415564455,0.79442664
8.1521,1,0,0,0,0,0,0,0,-0.167069471,-0.419568687,0.794122849
7.6813,1,0,0,0,0,0,0,0,-0.279195461,-0.447865256,0.794578535
7.6362,1,0,0,0,0,0,0,0,-0.289935629,-0.451068641,0.794578535
7.9969,1,0,0,0,0,0,0,0,-0.204048276,-0.414763609,0.794477271
8.3265,1,0,0,0,0,0,0,0,-0.125502303,-0.404886504,0.794224113
7.4766,1,0,0,0,0,0,0,0,-0.32793407,-0.43611951,0.657315898
7.3605,1,0,0,0,0,0,0,0,-0.355600198,-0.460411848,0.288159909
7.4952,1,0,0,0,0,0,0,0,-0.323515647,-0.456140668,0.288210541
7.8253,1,0,0,0,0,0,0,0,-0.244901698,-0.448933051,0.288008014
8.0695,1,0,0,0,0,0,0,0,-0.186714461,-0.440924588,0.288210541
7.7597,1,0,0,0,0,0,0,0,-0.26053612,-0.44492882,0.469522788
7.877,1,0,0,0,0,0,0,0,-0.232564101,-0.416098353,0.541267959
7.8609,1,0,0,0,0,0,0,0,-0.23640473,-0.419301738,0.287704224
7.9492,1,0,0,0,0,0,0,0,-0.215366237,-0.41876784,0.288210541
7.9562,1,0,0,0,0,0,0,0,-0.213700831,-0.424373764,0.288058646
8.9195,1,0,0,0,0,0,0,0,0.015717307,-0.395810246,0.384815894
7.6766,1,0,0,0,0,0,0,0,-0.280317061,-0.439856793,0.693770748
11.6362,1,0,0,0,0,0,0,0,0.662778419,-0.309585793,0.693770748
11.8785,1,0,0,0,0,0,0,0,0.720489826,-0.280755326,0.693770748
11.6876,1,0,0,0,0,0,0,0,0.675014053,-0.283958711,0.693315062
11.4159,1,0,0,0,0,0,0,0,0.610301144,-0.265539246,0.693618853
13.295,1,0,0,0,0,0,0,0,1.057853447,-0.173708869,0.693365694
13.3951,1,0,0,0,0,0,0,0,1.081678945,-0.205475773,0.693163167
12.1197,1,0,0,0,0,0,0,0,0.777929331,-0.220424904,0.692099901
10.1367,1,0,0,0,0,0,0,0,0.305599869,-0.310119691,0.693213799
10.7365,1,0,0,0,0,0,0,0,0.448484884,-0.327471361,0.693163167
10.6534,1,0,0,0,0,0,0,0,0.428703943,-0.335479824,0.693264431
10.8349,1,0,0,0,0,0,0,0,0.471936516,-0.3298739,0.693163167
10.8392,1,0,0,0,0,0,0,0,0.472956153,-0.317861205,0.693213799
10.9094,1,0,0,0,0,0,0,0,0.489678186,-0.307450203,0.693264431
10.9646,1,0,0,0,0,0,0,0,0.502831492,-0.290098533,0.693264431
10.4135,1,0,0,0,0,0,0,0,0.371570329,-0.255128244,0.693112535
9.3687,1,0,0,0,0,0,0,0,0.122711129,0.083629745,0.693365694
9.3166,1,0,0,0,0,0,0,0,0.110305555,0.044388276,0.693213799
8.58,1,0,0,0,0,0,0,0,-0.065139842,-0.022615865,0.693011272
9.0851,1,0,0,0,0,0,0,0,0.055143238,-0.024751456,0.693416326
10.3891,1,0,0,0,0,0,0,0,0.365724415,-0.017810788,0.693365694
11.185,1,0,0,0,0,0,0,0,0.555308767,0.003545114,0.693416326
12.0954,1,0,0,0,0,0,0,0,0.772117405,0.007015448,0.693061904
12.2799,1,0,0,0,0,0,0,0,0.816063723,0.011553577,0.693264431
12.1038,1,0,0,0,0,0,0,0,0.774122689,-0.006865888,0.693264431
12.0741,1,0,0,0,0,0,0,0,0.767087199,-0.02154807,0.693163167
10.3645,1,0,0,0,0,0,0,0,0.359878501,-0.078675107,0.692808745
8.7024,1,0,0,0,0,0,0,0,-0.035978247,-0.068264105,0.693213799
9.2754,1,0,0,0,0,0,0,0,0.10048306,-0.097895419,0.693315062
7.1684,1,0,0,0,0,0,0,0,-0.401347874,-0.164365662,0.692758113
7.2188,1,0,0,0,0,0,0,0,-0.389350156,-0.010603171,0.693112535
7.6742,1,0,0,0,0,0,0,0,-0.280894855,-0.003929452,0.69412517
8.3744,1,0,0,0,0,0,0,0,-0.114116366,0.012888321,0.693264431
8.436,1,0,0,0,0,0,0,0,-0.099467593,0.003545114,0.692910008
8.4405,1,0,0,0,0,0,0,0,-0.098379981,-0.009001478,0.693011272
8.5462,1,0,0,0,0,0,0,0,-0.073194967,-0.011670966,0.693112535
8.3104,1,0,0,0,0,0,0,0,-0.129342932,0.003278165,0.606734793
8.0062,1,0,0,0,0,0,0,0,-0.201805076,0.003011216,0.623291371
8.0066,1,0,0,0,0,0,0,0,-0.201703113,0.00434596,0.642582063
8.1398,1,0,0,0,0,0,0,0,-0.169992428,-0.03249297,0.642632694
8.5191,1,0,0,0,0,0,0,0,-0.079652663,0.025968811,0.642885853
8.3176,1,0,0,0,0,0,0,0,-0.127643539,0.060405202,0.64278459
8.1192,1,0,0,0,0,0,0,0,-0.174920669,0.061739946,0.642835221
8.1626,1,0,0,0,0,0,0,0,-0.164554368,0.013689167,0.642278272
8.2269,1,0,0,0,0,0,0,0,-0.149225838,-0.008734529,0.642733958
8.349,1,0,0,0,0,0,0,0,-0.120166207,-0.013272659,0.642480799
8.2632,1,0,0,0,0,0,0,0,-0.140592918,-0.009001478,0.642379536
8.4137,1,0,0,0,0,0,0,0,-0.104735713,0.020629835,0.641366901
7.6102,1,0,0,0,0,0,0,0,-0.296121422,-0.001526913,0.642379536
7.6816,1,0,0,0,0,0,0,0,-0.279127486,-0.003395554,0.642683326
7.9669,1,0,0,0,0,0,0,0,-0.211151741,0.000875626,0.64278459
8.43,1,0,0,0,0,0,0,0,-0.100861095,0.008884089,0.642582063
12.264,1,0,0,0,0,0,0,0,0.81229107,0.100714466,0.643442802
13.3822,1,0,0,0,0,0,0,0,1.078620037,0.123138163,0.642227641
13.2673,1,0,0,0,0,0,0,0,1.0512598,0.118066136,0.642531431
12.3913,1,0,0,0,0,0,0,0,0.842608252,0.076689077,0.642177009
12.4398,1,0,0,0,0,0,0,0,0.854164128,0.065744177,0.642835221
13.1342,1,0,0,0,0,0,0,0,1.019549115,0.092972952,0.642531431
13.1732,1,0,0,0,0,0,0,0,1.028861792,0.073752641,0.642632694
13.5285,1,0,0,0,0,0,0,0,1.113491594,0.117799188,0.642480799
3.0833,1,0,0,0,0,0,0,0,-1.374318695,-0.226297777,0.405979959
7.8828,1,0,0,0,0,0,0,0,-0.231204586,-0.63579719,0.672657314
11.2696,1,0,0,0,0,0,0,0,0.575463575,-0.475894877,0.794527903
11.6167,1,0,0,0,0,0,0,0,0.658122081,-0.422238174,0.794527903
9.6361,1,0,0,0,0,0,0,0,0.186404401,-0.471356748,0.794122849
8.9068,1,0,0,0,0,0,0,0,0.012692386,-0.461479644,0.794679798
6.0503,1,0,0,0,0,0,0,0,-0.667676842,-0.427844098,0.236971224
8.4535,1,0,0,0,0,0,0,0,-0.095253097,-0.423039021,0.794376008
8.6324,1,0,0,0,0,0,0,0,-0.052666293,-0.410759377,0.794578535
11.1019,1,0,0,0,0,0,0,0,0.535527825,-0.305581562,0.79442664
12.4644,1,0,0,0,0,0,0,0,0.86004403,-0.252458757,0.79442664
12.3718,1,0,0,0,0,0,0,0,0.837985901,-0.261001117,0.794376008
11.981,1,0,0,0,0,0,0,0,0.744893119,-0.2537935,0.79736328
11.9925,1,0,0,0,0,0,0,0,0.747612149,-0.247920627,0.793970954
11.8999,1,0,0,0,0,0,0,0,0.725554019,-0.239111318,0.794527903
11.7589,1,0,0,0,0,0,0,0,0.692007989,-0.223628289,0.794122849
10.1312,1,0,0,0,0,0,0,0,0.30430833,-0.320797642,0.794173481
10.4243,1,0,0,0,0,0,0,0,0.37411942,-0.317594256,0.794527903
10.8758,1,0,0,0,0,0,0,0,0.481657048,-0.277284992,0.794527903
11.0582,1,0,0,0,0,0,0,0,0.525093549,-0.2537935,0.794021586
12.4564,1,0,0,0,0,0,0,0,0.858140709,-0.214285082,0.759085688
13.8759,1,0,0,0,0,0,0,0,1.196218075,-0.178246998,0.690834107
13.381,1,0,0,0,0,0,0,0,1.078314146,-0.187056308,0.794527903
13.7298,1,0,0,0,0,0,0,0,1.161414494,-0.179047845,0.724402948
14.5379,1,0,0,0,0,0,0,0,1.353887815,-0.177446152,0.676100272
13.9476,1,0,0,0,0,0,0,0,1.213279987,-0.20387408,0.692910008
13.818,1,0,0,0,0,0,0,0,1.182418999,-0.218022365,0.693973275
13.2632,1,0,0,0,0,0,0,0,1.050274151,-0.224162187,0.69265685
12.4644,1,0,0,0,0,0,0,0,0.860010042,-0.250056218,0.693112535
12.3654,1,0,0,0,0,0,0,0,0.836456447,-0.248721474,0.693618853
12.3978,1,0,0,0,0,0,0,0,0.844137706,-0.239111318,0.693011272
12.4455,1,0,0,0,0,0,0,0,0.855523643,-0.237509625,0.693315062
12.7545,1,0,0,0,0,0,0,0,0.929141375,-0.224429136,0.693163167
12.0235,1,0,0,0,0,0,0,0,0.755021505,-0.246318935,0.692910008
11.736,1,0,0,0,0,0,0,0,0.686535942,-0.265005349,0.693315062
11.6777,1,0,0,0,0,0,0,0,0.672634902,-0.263670605,0.692808745
11.4341,1,0,0,0,0,0,0,0,0.614617604,-0.285560404,0.693163167
11.5377,1,0,0,0,0,0,0,0,0.6392928,-0.303979869,0.693264431
11.0079,1,0,0,0,0,0,0,0,0.51309583,-0.268208734,0.692910008
11.0386,1,0,0,0,0,0,0,0,0.52043721,-0.220691853,0.611848599
10.4899,1,0,0,0,0,0,0,0,0.389753841,-0.343221338,0.541419854
11.0851,1,0,0,0,0,0,0,0,0.531517257,-0.329073054,0.54217933
10.9882,1,0,0,0,0,0,0,0,0.508439491,-0.294369713,0.541521117
9.8175,1,0,0,0,0,0,0,0,0.229602987,-0.340017953,0.54131859
10.6989,1,0,0,0,0,0,0,0,0.439512086,-0.31038664,0.541875539
12.8144,1,0,0,0,0,0,0,0,0.943382293,-0.261535015,0.541065432
12.866,1,0,0,0,0,0,0,0,0.955685903,-0.255395193,0.541166695
12.4682,1,0,0,0,0,0,0,0,0.860927715,-0.172908023,0.541571749
12.1951,1,0,0,0,0,0,0,0,0.795874927,-0.310653588,0.541267959
12.2699,1,0,0,0,0,0,0,0,0.81371856,-0.293835816,0.541521117
10.7297,1,0,0,0,0,0,0,0,0.446853467,-0.34295439,0.541065432
10.3891,1,0,0,0,0,0,0,0,0.365724415,-0.343755236,0.541267959
11.036,1,0,0,0,0,0,0,0,0.519825428,-0.325335771,0.541419854
10.3996,1,0,0,0,0,0,0,0,0.368239518,-0.317861205,0.540862905
9.7607,1,0,0,0,0,0,0,0,0.216075814,-0.346157775,0.541217327
10.2998,1,0,0,0,0,0,0,0,0.344481995,-0.335212875,0.541267959
10.245,1,0,0,0,0,0,0,0,0.331396664,-0.080810697,0.541267959
10.2568,1,0,0,0,0,0,0,0,0.334217658,-0.333611183,0.541369222
10.3028,1,0,0,0,0,0,0,0,0.345161753,-0.330407797,0.541166695
10.3593,1,0,0,0,0,0,0,0,0.358654938,-0.334412029,0.54131859
10.3393,1,0,0,0,0,0,0,0,0.353862648,-0.335212875,0.541369222
11.4545,1,0,0,0,0,0,0,0,0.61947787,-0.322933232,0.541622381
11.5296,1,0,0,0,0,0,0,0,0.637389479,-0.300242586,0.541369222
10.8221,1,0,0,0,0,0,0,0,0.468877608,-0.320797642,0.541419854
11.4808,1,0,0,0,0,0,0,0,0.625731639,-0.294636662,0.5410148
9.3123,1,0,0,0,0,0,0,0,0.109285919,-0.37765773,0.541065432
9.7546,1,0,0,0,0,0,0,0,0.214614335,-0.365645035,0.541824908
11.3198,1,0,0,0,0,0,0,0,0.587427306,-0.309318845,0.541824908
11.7267,1,0,0,0,0,0,0,0,0.68432673,-0.291166328,0.541622381
11.3872,1,0,0,0,0,0,0,0,0.603469582,-0.282890916,0.5410148
10.4472,1,0,0,0,0,0,0,0,0.379591467,-0.329073054,0.541419854
10.7528,1,0,0,0,0,0,0,0,0.452359502,-0.295437509,0.541723644
11.0226,1,0,0,0,0,0,0,0,0.516630568,-0.279687531,0.541267959
11.1814,1,0,0,0,0,0,0,0,0.554425082,-0.291433277,0.541521117
11.5291,1,0,0,0,0,0,0,0,0.637253527,-0.27781889,0.542331225
11.6736,1,0,0,0,0,0,0,0,0.671683242,-0.285026506,0.541217327
11.2657,1,0,0,0,0,0,0,0,0.574511915,-0.273547709,0.541217327
10.8695,1,0,0,0,0,0,0,0,0.480161581,-0.267407888,0.540609746
10.4103,1,0,0,0,0,0,0,0,0.370788608,-0.331742541,0.541673012
10.2389,1,0,0,0,0,0,0,0,0.329969174,-0.33841626,0.541369222
10.376,1,0,0,0,0,0,0,0,0.362631519,-0.19533172,0.541622381
12.7358,1,0,0,0,0,0,0,0,0.924654975,-0.099230163,0.491699489
13.9616,1,0,0,0,0,0,0,0,1.216610798,-0.22789947,0.541419854
14.2323,1,0,0,0,0,0,0,0,1.281085792,-0.20387408,0.532204878
14.6357,1,0,0,0,0,0,0,0,1.377169507,-0.185187666,0.540508483
14.1552,1,0,0,0,0,0,0,0,1.262732341,-0.198268156,0.541267959
14.0547,1,0,0,0,0,0,0,0,1.238770891,-0.1996029,0.638480892
12.3122,1,0,0,0,0,0,0,0,0.82377897,-0.254060449,0.641366901
9.5838,1,0,0,0,0,0,0,0,0.173930852,-0.355500982,0.613772605
8.4059,1,0,0,0,0,0,0,0,-0.106605046,-0.404085658,0.591697168
4.274,0,1,0,0,0,0,0,0,-0.521461015,-0.500187215,0.365120148
6.742,0,1,0,0,0,0,0,0,0.396211537,-0.364844189,0.542331225
7.2324,0,1,0,0,0,0,0,0,0.579746047,-0.333077285,0.541470485
7.4308,0,1,0,0,0,0,0,0,0.651120579,-0.241513857,0.541217327
7.1498,0,1,0,0,0,0,0,0,0.545758175,-0.321598488,0.5410148
5.339,0,1,0,0,0,0,0,0,-0.123802909,-0.420369533,0.541217327
6.503,0,1,0,0,0,0,0,0,0.307843069,-0.351229801,0.542280593
6.4789,0,1,0,0,0,0,0,0,0.297646707,-0.340017953,0.541521117
6.3391,0,1,0,0,0,0,0,0,0.246664899,-0.366445881,0.541267959
6.1934,0,1,0,0,0,0,0,0,0.192284303,-0.389136527,0.541166695
6.0151,0,1,0,0,0,0,0,0,0.124308559,-0.403284812,0.541824908
6.4276,0,1,0,0,0,0,0,0,0.280652771,-0.347492519,0.541926171
4.4558,0,1,0,0,0,0,0,0,-0.453485271,-0.48176775,0.541116063
4.3021,0,1,0,0,0,0,0,0,-0.511264653,-0.470288953,0.541267959
4.0144,0,1,0,0,0,0,0,0,-0.616627058,-0.439589844,0.541267959
4.1708,0,1,0,0,0,0,0,0,-0.558847675,-0.282357019,0.541166695
4.0608,0,1,0,0,0,0,0,0,-0.599633121,-0.141141119,0.540913536
4.3766,0,1,0,0,0,0,0,0,-0.484074356,-0.079742902,0.383904522
4.633,0,1,0,0,0,0,0,0,-0.388908313,-0.061590386,0.288261173
4.6678,0,1,0,0,0,0,0,0,-0.375313164,-0.055717513,0.288514331
4.5798,0,1,0,0,0,0,0,0,-0.405902249,-0.061056488,0.288159909
4.9401,0,1,0,0,0,0,0,0,-0.273349547,-0.05198023,0.288919385
5.6069,0,1,0,0,0,0,0,0,-0.02523808,-0.048509896,0.287856119
4.916,0,1,0,0,0,0,0,0,-0.283545909,-0.114446242,0.288514331
5.0979,0,1,0,0,0,0,0,0,-0.215570164,-0.105103035,0.288159909
5.0938,0,1,0,0,0,0,0,0,-0.215570164,-0.106704728,0.288564963
5.0761,0,1,0,0,0,0,0,0,-0.222367739,-0.064526822,0.287754855
5.1028,0,1,0,0,0,0,0,0,-0.212171377,-0.116047935,0.2884637
5.0693,0,1,0,0,0,0,0,0,-0.225766526,-0.099230163,0.288159909
5.0078,0,1,0,0,0,0,0,0,-0.249558037,-0.026887046,0.288261173
5.095,0,1,0,0,0,0,0,0,-0.215570164,-0.044772613,0.2884637
5.6918,0,1,0,0,0,0,0,0,0.005351005,-0.125658091,0.353525481
7.3048,0,1,0,0,0,0,0,0,0.603537558,-0.094958982,0.439650064
7.5404,0,1,0,0,0,0,0,0,0.691906026,-0.081344595,0.439751327
7.4515,0,1,0,0,0,0,0,0,0.657918154,-0.064793771,0.439903223
7.4007,0,1,0,0,0,0,0,0,0.640924217,-0.054916667,0.440207013
6.8162,0,1,0,0,0,0,0,0,0.423401835,-0.100831855,0.44010575
6.723,0,1,0,0,0,0,0,0,0.389413962,-0.104569138,0.440460172
